RPM,WOB,ROP,Depth,Claystone,Sandstone,Limestone,TRQ
159.0,3.401942775,20.122896,2663.351544,1.0,0.0,0.0,6.589275229
148.0,0.38464633,15.150084,2440.287931,1.0,0.0,0.0,2.318448692
149.0,3.331182365,27.1275048,2576.866068,1.0,0.0,0.0,5.735109921
159.0,1.292738255,20.107656,2711.36364,1.0,0.0,0.0,5.613086306
159.0,2.857631931,19.821144,2737.887336,1.0,0.0,0.0,5.002968229
160.0,4.44974115,33.674304,2757.55608,1.0,0.0,0.0,5.979157152
159.0,0.15875733,19.732752,2684.529048,1.0,0.0,0.0,3.66070846
149.0,2.277033697,26.596848,2000.369995,1.0,0.0,0.0,2.928566768
150.0,0.610988922,29.2751256,2483.1675,1.0,0.0,0.0,3.41666123
159.0,1.288202331,21.284184,2699.473392,1.0,0.0,0.0,5.735109921
160.0,5.579186151,26.282904,2753.130384,1.0,0.0,0.0,8.541653074
150.0,1.589841257,40.0534632,2218.283194,1.0,0.0,0.0,3.782732076
149.0,0.837785107,24.169116,2502.803021,1.0,0.0,0.0,4.636897383
100.0,5.574650227,26.289,2773.411776,1.0,0.0,0.0,7.687487767
150.0,3.312585078,28.6167576,2567.538274,1.0,0.0,0.0,5.735109921
150.0,1.138063256,25.0502928,1919.930018,1.0,0.0,0.0,2.440472307
159.0,1.746330625,13.027152,2713.811184,1.0,0.0,0.0,5.979157152
160.0,7.842612077,32.436816,2770.491792,1.0,0.0,0.0,3.904755691
159.0,3.62873896,19.790664,2659.846344,1.0,0.0,0.0,6.467251614
145.0,12.14085338,1.56972,2902.593331,0.0,1.0,0.0,5.124991845
160.0,5.801446412,31.235904,2792.900688,0.0,1.0,0.0,10.00593646
159.0,2.857631931,19.812,2735.125848,1.0,0.0,0.0,4.270826537
160.0,2.1817793,7.129272,2745.492096,1.0,0.0,0.0,3.172613999
160.0,3.08896404,29.279088,2754.224616,1.0,0.0,0.0,7.443440536
150.0,4.005674219,40.2372576,2065.16417,1.0,0.0,0.0,3.66070846
159.0,4.254696431,12.804648,2723.394096,1.0,0.0,0.0,5.002968229
149.0,0.979759519,40.1427696,2196.515597,1.0,0.0,0.0,1.708330615
160.0,3.760280747,30.1752,2838.059856,0.0,1.0,0.0,9.517841997
160.0,5.352389966,35.579304,2778.782352,1.0,0.0,0.0,7.443440536
150.0,2.566425629,40.2372576,2191.401053,1.0,0.0,0.0,3.904755691
100.0,4.667465487,26.289,2773.387392,1.0,0.0,0.0,7.687487767
159.0,7.593136274,11.908536,2723.06796,1.0,0.0,0.0,6.589275229
149.0,2.044340812,25.0563888,1959.147415,1.0,0.0,0.0,3.294637614
160.0,5.579186151,25.61844,2752.965792,1.0,0.0,0.0,8.541653074
127.0,9.195224525,5.853684,2905.890658,0.0,1.0,0.0,9.273794767
160.0,4.667465487,23.356824,2764.55124,1.0,0.0,0.0,8.541653074
160.0,4.894261672,29.842968,2811.950688,1.0,0.0,0.0,6.101180767
160.0,10.7841586,4.340352,2915.132498,0.0,1.0,0.0,5.491062691
159.0,3.62873896,19.778472,2661.214896,1.0,0.0,0.0,6.589275229
160.0,10.09787334,1.7574768,2922.724457,0.0,1.0,0.0,5.979157152
150.0,2.045701589,29.9152056,2094.127486,1.0,0.0,0.0,2.928566768
160.0,9.637930678,7.677912,2900.117441,0.0,1.0,0.0,8.419629459
161.0,1.496854821,7.367016,2745.458568,1.0,0.0,0.0,2.318448692
160.0,3.991612856,30.513528,2756.333832,1.0,0.0,0.0,5.857133537
159.0,0.381924776,18.5693304,2641.889893,1.0,0.0,0.0,3.172613999
159.0,8.970696301,4.77774,2909.474801,0.0,1.0,0.0,8.297605844
160.0,6.255038782,34.293048,2818.339296,1.0,0.0,0.0,9.883912843
127.0,9.876066672,5.8805064,2905.350098,0.0,1.0,0.0,8.541653074
160.0,5.765159023,29.922216,2809.93596,0.0,1.0,0.0,10.73807815
160.0,3.079892192,34.799016,2813.794728,1.0,0.0,0.0,5.613086306
160.0,10.09968771,1.7059656,2923.797962,0.0,1.0,0.0,6.955346075
148.0,2.651247403,32.81172,2425.520019,1.0,0.0,0.0,3.172613999
159.0,4.08233133,19.79676,2661.397776,1.0,0.0,0.0,6.83332246
160.0,2.399503637,22.29612,2800.731,0.0,1.0,0.0,6.711298844
159.0,3.701313739,19.144488,2719.434744,1.0,0.0,0.0,6.711298844
150.0,1.427001596,29.9060616,2492.266694,1.0,0.0,0.0,3.294637614
159.0,8.063965154,5.0343816,2909.94785,0.0,1.0,0.0,9.273794767
75.0,8.32341999,9.994392,2384.325432,1.0,0.0,0.0,8.053558613
159.0,3.855535145,19.772376,2660.471184,1.0,0.0,0.0,6.83332246
159.0,1.746330625,20.415504,2685.30324,1.0,0.0,0.0,5.002968229
149.0,6.508143325,10.6640376,2588.040039,1.0,0.0,0.0,3.904755691
160.0,4.894261672,34.463736,2817.882096,1.0,0.0,0.0,7.07736969
159.0,2.199922995,16.96212,2714.713392,1.0,0.0,0.0,5.735109921
149.0,2.331011189,36.7445544,2201.438422,1.0,0.0,0.0,3.172613999
159.0,3.17514659,19.775424,2658.675912,1.0,0.0,0.0,6.223204383
149.0,1.141238403,25.1115576,1908.26001,1.0,0.0,0.0,2.440472307
160.0,10.09741975,1.6706088,2922.742135,0.0,1.0,0.0,6.345227998
160.0,3.079892192,34.795968,2824.61208,0.0,1.0,0.0,7.321416921
127.0,11.69179693,5.718048,2905.555073,0.0,1.0,0.0,10.3720073
159.0,1.365313034,15.090648,2727.201048,1.0,0.0,0.0,2.440472307
74.0,1.97312681,29.7594528,2527.610998,1.0,0.0,0.0,4.758920999
160.0,5.121057857,40.635936,2788.633488,0.0,1.0,0.0,11.47021984
159.0,2.862167855,18.02892,2741.389488,1.0,0.0,0.0,4.148802922
150.0,0.838692292,30.1239936,2478.100098,1.0,0.0,0.0,3.782732076
160.0,10.3260303,1.7782032,2922.470863,0.0,1.0,0.0,6.589275229
160.0,6.037314445,24.97836,2752.825584,1.0,0.0,0.0,6.467251614
149.0,2.948803997,22.8502464,2118.840088,1.0,0.0,0.0,3.782732076
149.0,1.07183877,45.274992,2313.633473,0.0,0.0,1.0,6.467251614
159.0,0.680388555,20.095464,2679.356592,1.0,0.0,0.0,4.026779307
148.0,0.838692292,15.973044,2428.734792,1.0,0.0,0.0,2.806543153
160.0,3.769352595,30.163008,2755.632792,1.0,0.0,0.0,5.735109921
159.0,4.767255809,19.760184,2726.95416,1.0,0.0,0.0,7.565464152
160.0,4.213873117,43.077384,2784.533928,1.0,0.0,0.0,6.223204383
150.0,1.754495287,44.6019936,2295.166555,1.0,0.0,0.0,4.758920999
74.0,1.971766032,26.3115552,2526.713666,1.0,0.0,0.0,4.514873768
150.0,2.27567292,38.848284,2034.130044,1.0,0.0,0.0,3.66070846
159.0,0.45359237,16.47444,2681.026896,1.0,0.0,0.0,3.294637614
150.0,1.592562811,18.8329824,2213.443274,1.0,0.0,0.0,3.41666123
160.0,10.55101212,1.787652,2922.378509,0.0,1.0,0.0,6.345227998
161.0,3.084428116,19.824192,2743.355448,1.0,0.0,0.0,5.369039075
150.0,1.758577618,44.8470528,2254.928078,1.0,0.0,0.0,4.514873768
160.0,4.894261672,34.03092,2819.104344,1.0,0.0,0.0,7.321416921
149.0,0.160118107,30.1438056,2480.122243,1.0,0.0,0.0,3.41666123
159.0,2.041165665,20.107656,2670.965448,1.0,0.0,0.0,5.735109921
158.0,4.218409041,14.95044,2749.122264,1.0,0.0,0.0,4.392850153
149.0,1.596645142,30.1581312,1949.380005,1.0,0.0,0.0,3.050590384
160.0,4.218409041,15.343632,2749.155792,1.0,0.0,0.0,4.392850153
159.0,3.311224301,19.821144,2738.332344,1.0,0.0,0.0,5.735109921
159.0,1.968590886,29.88564,2690.021544,1.0,0.0,0.0,4.880944614
159.0,1.746330625,29.919168,2692.615392,1.0,0.0,0.0,5.979157152
159.0,4.672001411,22.171152,2731.477392,1.0,0.0,0.0,5.979157152
160.0,5.951131894,29.922216,2807.841984,0.0,1.0,0.0,9.639865613
159.0,4.009756551,27.76728,2688.50364,1.0,0.0,0.0,8.541653074
159.0,1.514998516,20.860512,2685.595848,1.0,0.0,0.0,5.491062691
160.0,3.306688377,30.156912,2836.020744,0.0,1.0,0.0,9.029747536
160.0,7.374051159,1.850136,2920.659437,0.0,1.0,0.0,6.467251614
159.0,4.672001411,21.034248,2734.07124,1.0,0.0,0.0,6.467251614
149.0,0.613256884,32.94126,2517.81503,1.0,0.0,0.0,4.392850153
159.0,3.769352595,12.371832,2728.28004,1.0,0.0,0.0,5.857133537
159.0,1.06594207,24.469344,2702.00628,1.0,0.0,0.0,7.443440536
160.0,4.898797596,39.246048,2781.479832,1.0,0.0,0.0,6.589275229
150.0,2.047515958,34.79292,2010.562603,1.0,0.0,0.0,3.172613999
160.0,3.075356269,30.169104,2831.598096,0.0,1.0,0.0,7.931534998
100.0,6.023706674,28.139136,2774.76204,1.0,0.0,0.0,8.053558613
160.0,4.667465487,24.47544,2764.85604,1.0,0.0,0.0,8.541653074
159.0,3.311224301,19.821144,2738.481696,1.0,0.0,0.0,4.270826537
159.0,7.593136274,11.250168,2722.784496,1.0,0.0,0.0,7.07736969
149.0,2.648525848,19.8144384,2602.973712,1.0,0.0,0.0,5.979157152
150.0,1.881954743,29.9185584,2497.253222,1.0,0.0,0.0,3.538684845
149.0,4.177132135,40.0741896,2120.305538,1.0,0.0,0.0,3.782732076
160.0,7.838076154,2.9775912,2918.594417,0.0,1.0,0.0,6.345227998
160.0,3.760280747,28.312872,2766.681792,1.0,0.0,0.0,4.758920999
160.0,10.3264839,1.7059656,2923.840634,0.0,1.0,0.0,7.07736969
158.0,4.881107494,3.9294816,2927.04073,0.0,1.0,0.0,6.101180767
159.0,4.218409041,19.269456,2747.302608,1.0,0.0,0.0,5.613086306
159.0,5.805982336,16.209264,2748.220056,1.0,0.0,0.0,4.880944614
160.0,8.296204447,36.612576,2779.879632,1.0,0.0,0.0,9.029747536
161.0,3.084428116,19.824192,2743.288392,1.0,0.0,0.0,5.002968229
159.0,3.311224301,19.82724,2737.110096,1.0,0.0,0.0,5.369039075
159.0,2.567332814,15.4686,2716.084992,1.0,0.0,0.0,5.979157152
159.0,4.672001411,22.399752,2731.635888,1.0,0.0,0.0,5.979157152
160.0,9.874705895,1.7212056,2923.325218,0.0,1.0,0.0,8.053558613
160.0,3.769352595,29.91612,2809.460472,0.0,1.0,0.0,8.541653074
160.0,5.561949641,35.475672,2863.372886,0.0,1.0,0.0,5.613086306
160.0,4.431143863,30.1806864,2877.560412,0.0,1.0,0.0,10.3720073
159.0,1.97312681,22.561296,2701.311336,1.0,0.0,0.0,5.857133537
160.0,3.538020486,21.872448,2752.08492,1.0,0.0,0.0,5.002968229
160.0,5.579186151,29.279088,2754.252048,1.0,0.0,0.0,7.443440536
160.0,5.347854042,31.891224,2792.352048,0.0,1.0,0.0,11.104149
159.0,3.311224301,19.815048,2735.293488,1.0,0.0,0.0,5.002968229
160.0,3.075356269,30.15996,2833.960296,0.0,1.0,0.0,8.419629459
150.0,2.428533549,45.274992,2398.786668,1.0,0.0,0.0,4.636897383
160.0,4.672001411,25.380696,2765.614992,1.0,0.0,0.0,6.223204383
149.0,0.16465403,23.0346504,2358.663406,1.0,0.0,0.0,2.196425076
149.0,1.369395365,30.1669704,1950.642581,1.0,0.0,0.0,2.928566768
159.0,3.855535145,19.76628,2658.32844,1.0,0.0,0.0,6.589275229
159.0,0.385553515,14.054328,2683.059912,1.0,0.0,0.0,5.124991845
150.0,1.136702479,12.7720344,1916.5062,1.0,0.0,0.0,2.684519538
159.0,2.404039561,20.308824,2744.730096,1.0,0.0,0.0,3.172613999
150.0,5.220394586,11.3986056,1991.476637,1.0,0.0,0.0,2.684519538
160.0,6.481834967,26.221944,2794.577088,0.0,1.0,0.0,11.22617261
160.0,3.764816671,18.102072,2750.627976,1.0,0.0,0.0,4.636897383
150.0,3.407839476,24.8543064,2079.593402,1.0,0.0,0.0,4.514873768
159.0,1.288202331,22.731984,2696.425392,1.0,0.0,0.0,5.491062691
150.0,1.593016403,29.9432472,1968.03325,1.0,0.0,0.0,3.172613999
149.0,3.240463891,35.1498408,2159.304698,1.0,0.0,0.0,4.026779307
160.0,6.481834967,26.465784,2794.266192,0.0,1.0,0.0,10.49403092
160.0,8.289854154,2.8081224,2917.206358,0.0,1.0,0.0,6.467251614
159.0,2.172707452,15.730728,2716.353216,1.0,0.0,0.0,5.002968229
159.0,2.72155422,19.763232,2657.868192,1.0,0.0,0.0,5.24701546
148.0,1.594830773,30.164532,1948.939941,1.0,0.0,0.0,3.050590384
160.0,4.213873117,34.783776,2816.388576,1.0,0.0,0.0,6.223204383
160.0,4.667465487,29.07792,2793.65964,0.0,1.0,0.0,7.931534998
149.0,2.501108328,40.0534632,2055.309072,1.0,0.0,0.0,3.538684845
159.0,3.991612856,15.733776,2748.232248,1.0,0.0,0.0,4.880944614
150.0,2.273858551,29.9139864,2093.67821,1.0,0.0,0.0,2.806543153
160.0,3.769352595,30.169104,2756.010744,1.0,0.0,0.0,5.735109921
160.0,7.615815892,14.21892,2804.03808,0.0,1.0,0.0,8.541653074
160.0,3.08896404,34.116264,2760.198696,1.0,0.0,0.0,6.589275229
149.0,2.873961256,20.6794608,2607.629227,1.0,0.0,0.0,6.589275229
159.0,2.494758035,15.20952,2642.777544,1.0,0.0,0.0,5.369039075
159.0,3.306688377,19.519392,2719.01412,1.0,0.0,0.0,6.223204383
159.0,2.42671918,30.010608,2693.069544,1.0,0.0,0.0,6.589275229
160.0,4.672001411,24.65832,2765.011488,1.0,0.0,0.0,7.443440536
149.0,1.979930695,45.2661528,2307.446642,0.0,0.0,1.0,8.297605844
158.0,7.830818676,4.1952672,2926.102555,0.0,1.0,0.0,8.053558613
159.0,1.292738255,19.693128,2706.108888,1.0,0.0,0.0,6.345227998
159.0,1.97312681,7.644384,2682.395448,1.0,0.0,0.0,4.270826537
159.0,3.54255641,19.818096,2735.903088,1.0,0.0,0.0,5.002968229
159.0,7.611279969,32.41548,2776.43844,1.0,0.0,0.0,10.86010177
159.0,1.06594207,23.244048,2701.61004,1.0,0.0,0.0,5.613086306
160.0,2.172707452,30.550104,2830.241736,0.0,1.0,0.0,3.782732076
160.0,5.125593781,31.802832,2762.100648,1.0,0.0,0.0,6.83332246
129.0,11.009594,5.8296048,2908.589052,0.0,1.0,0.0,6.467251614
150.0,3.868689324,28.0409904,2000.869995,1.0,0.0,0.0,3.41666123
160.0,4.440669302,35.826192,2778.108744,1.0,0.0,0.0,5.979157152
159.0,2.26796185,20.52828,2667.630936,1.0,0.0,0.0,5.857133537
149.0,1.523163178,42.3940224,2342.580078,1.0,0.0,0.0,4.392850153
150.0,1.817544627,31.847028,2214.629883,1.0,0.0,0.0,3.782732076
159.0,1.81436948,19.824192,2655.740688,1.0,0.0,0.0,5.369039075
159.0,2.948350405,19.79676,2652.653064,1.0,0.0,0.0,5.735109921
160.0,4.445205226,27.438096,2766.233736,1.0,0.0,0.0,6.101180767
160.0,3.760280747,31.299912,2829.360864,0.0,1.0,0.0,3.66070846
160.0,5.347854042,45.637704,2785.914672,1.0,0.0,0.0,8.297605844
149.0,0.854568025,30.1633128,2235.310059,1.0,0.0,0.0,3.172613999
150.0,1.304985248,31.964376,2240.222698,1.0,0.0,0.0,3.538684845
159.0,2.72155422,19.818096,2656.28628,1.0,0.0,0.0,5.735109921
159.0,2.1817793,6.970776,2745.662784,1.0,0.0,0.0,3.050590384
159.0,1.97312681,7.644384,2682.410688,1.0,0.0,0.0,5.613086306
129.0,12.58718827,2.84226,2901.838037,0.0,1.0,0.0,6.83332246
160.0,5.121057857,28.782264,2790.757944,0.0,1.0,0.0,10.61605454
160.0,4.894261672,23.725632,2796.09804,0.0,1.0,0.0,9.395818382
160.0,5.125593781,37.191696,2780.711736,1.0,0.0,0.0,7.07736969
150.0,2.570961553,40.0559016,2327.206217,1.0,0.0,0.0,3.904755691
150.0,1.519080847,34.3399872,2506.985182,1.0,0.0,0.0,5.613086306
159.0,7.17129537,18.665952,2739.874632,1.0,0.0,0.0,6.101180767
160.0,3.760280747,30.1752,2838.611544,0.0,1.0,0.0,9.151771151
149.0,2.049330328,34.7859096,2045.900024,1.0,0.0,0.0,3.41666123
150.0,2.562796891,40.2326856,2182.110108,1.0,0.0,0.0,3.782732076
160.0,9.87379871,2.4697944,2924.708095,0.0,1.0,0.0,8.66367669
160.0,2.172707452,30.796992,2829.939984,0.0,1.0,0.0,3.782732076
159.0,1.97312681,7.3152,2682.130272,1.0,0.0,0.0,4.270826537
149.0,2.715657519,39.5148816,2138.47741,1.0,0.0,0.0,3.66070846
145.0,12.36810315,1.56972,2902.60979,0.0,1.0,0.0,5.369039075
159.0,2.630835746,6.845808,2745.970632,1.0,0.0,0.0,3.782732076
149.0,3.108014919,22.7591112,2471.187946,1.0,0.0,0.0,3.782732076
159.0,2.494758035,20.10156,2669.154936,1.0,0.0,0.0,6.223204383
159.0,4.672001411,22.399752,2731.654176,1.0,0.0,0.0,5.857133537
160.0,3.748033753,35.2159824,2869.916333,0.0,1.0,0.0,9.883912843
159.0,1.292738255,18.955512,2705.865048,1.0,0.0,0.0,5.979157152
149.0,8.553844913,44.6617344,2354.426686,1.0,0.0,0.0,6.589275229
159.0,2.422183256,28.648152,2703.74364,1.0,0.0,0.0,8.053558613
100.0,6.935427337,8.552688,2771.704896,1.0,0.0,0.0,10.00593646
159.0,2.42671918,30.245304,2693.526744,1.0,0.0,0.0,6.83332246
160.0,6.930891414,14.953488,2803.745472,0.0,1.0,0.0,6.589275229
159.0,1.292738255,20.534376,2698.56204,1.0,0.0,0.0,5.24701546
160.0,4.672001411,42.044112,2783.454936,1.0,0.0,0.0,6.223204383
149.0,0.733912455,29.9261784,2448.721747,1.0,0.0,0.0,4.026779307
160.0,10.09333742,3.5277552,2919.171403,0.0,1.0,0.0,6.345227998
160.0,4.218409041,44.010072,2785.143528,1.0,0.0,0.0,7.443440536
106.0,10.33147341,4.9350168,2905.180169,0.0,1.0,0.0,10.12796007
100.0,9.004262137,10.0870512,2360.75,1.0,0.0,0.0,5.735109921
159.0,2.948350405,20.016216,2663.196096,1.0,0.0,0.0,6.589275229
100.0,6.023706674,27.91968,2774.920536,1.0,0.0,0.0,8.053558613
159.0,2.177243376,6.970776,2745.678024,1.0,0.0,0.0,3.050590384
160.0,4.445205226,27.733752,2766.383088,1.0,0.0,0.0,6.101180767
160.0,3.987076932,30.163008,2840.345856,0.0,1.0,0.0,9.517841997
150.0,1.365313034,25.0582176,1918.406018,1.0,0.0,0.0,2.684519538
160.0,11.45865045,1.787652,2922.351991,0.0,1.0,0.0,6.955346075
160.0,9.645188156,1.9336512,2921.489102,0.0,1.0,0.0,7.321416921
160.0,1.950447191,17.757648,2801.118096,0.0,1.0,0.0,4.392850153
149.0,1.591655626,35.2168968,1987.641948,1.0,0.0,0.0,2.928566768
160.0,4.88428264,35.1955608,2873.01001,0.0,1.0,0.0,11.22617261
159.0,2.948350405,20.93976,2664.802392,1.0,0.0,0.0,6.101180767
160.0,3.306688377,26.91384,2799.459984,0.0,1.0,0.0,6.83332246
160.0,7.620351816,20.004024,2744.976984,1.0,0.0,0.0,3.294637614
149.0,1.066849254,30.1322232,2476.524689,1.0,0.0,0.0,3.904755691
150.0,2.874414849,26.263092,2609.903645,1.0,0.0,0.0,6.955346075
160.0,4.218409041,34.119312,2760.594936,1.0,0.0,0.0,6.589275229
159.0,2.199922995,16.069056,2714.646336,1.0,0.0,0.0,5.735109921
159.0,3.855535145,19.812,2662.287792,1.0,0.0,0.0,6.955346075
82.0,12.36039208,11.007852,2900.229981,0.0,1.0,0.0,7.199393306
159.0,1.06594207,7.318248,2681.95044,1.0,0.0,0.0,4.026779307
159.0,3.855535145,19.805904,2651.763048,1.0,0.0,0.0,6.83332246
159.0,2.857631931,19.824192,2737.588632,1.0,0.0,0.0,4.270826537
160.0,5.125593781,18.062448,2750.22564,1.0,0.0,0.0,6.223204383
160.0,5.579186151,29.943552,2754.654384,1.0,0.0,0.0,7.443440536
159.0,1.288202331,16.197072,2707.998648,1.0,0.0,0.0,5.857133537
160.0,3.075356269,30.169104,2832.829488,0.0,1.0,0.0,7.565464152
160.0,4.667465487,33.39084,2770.177848,1.0,0.0,0.0,6.467251614
160.0,4.420257646,25.0475496,2887.653254,0.0,1.0,0.0,9.395818382
150.0,2.047969551,34.7910912,2008.446377,1.0,0.0,0.0,3.050590384
160.0,4.667465487,23.384256,2796.856992,0.0,1.0,0.0,9.029747536
159.0,2.195387071,18.428208,2708.31564,1.0,0.0,0.0,6.467251614
160.0,3.740322683,29.1635688,2895.109577,0.0,1.0,0.0,7.443440536
150.0,0.383739145,29.906976,2491.344674,1.0,0.0,0.0,3.41666123
149.0,2.267508258,24.065484,1928.239476,1.0,0.0,0.0,2.562495922
160.0,11.00596527,1.7782032,2922.493418,0.0,1.0,0.0,5.979157152
160.0,4.672001411,41.144952,2782.988592,1.0,0.0,0.0,6.223204383
159.0,2.42671918,19.440144,2720.76672,1.0,0.0,0.0,6.101180767
159.0,5.225384102,19.812,2725.53684,1.0,0.0,0.0,6.83332246
160.0,4.894261672,24.152352,2795.939544,0.0,1.0,0.0,9.395818382
149.0,5.895340033,40.2348192,2068.149902,1.0,0.0,0.0,5.124991845
149.0,0.159210922,18.6177936,2410.343465,1.0,0.0,0.0,2.562495922
159.0,0.381017591,21.116544,2695.520136,1.0,0.0,0.0,4.270826537
160.0,3.760280747,23.0886,2789.39244,0.0,1.0,0.0,7.07736969
159.0,2.88031155,27.29484,2688.354288,1.0,0.0,0.0,6.955346075
127.0,9.651084856,5.743956,2906.255503,0.0,1.0,0.0,7.809511382
160.0,3.533484562,21.482304,2802.51408,0.0,1.0,0.0,5.124991845
159.0,2.72155422,20.692872,2664.11964,1.0,0.0,0.0,6.223204383
159.0,3.315760225,18.8976,2729.493144,1.0,0.0,0.0,5.491062691
159.0,0.6123497,20.019264,2710.994832,1.0,0.0,0.0,5.369039075
159.0,6.939963261,22.506432,2731.992504,1.0,0.0,0.0,6.711298844
151.0,4.012024513,22.4341944,2584.98999,1.0,0.0,0.0,7.07736969
160.0,4.440669302,21.875496,2789.694192,0.0,1.0,0.0,8.419629459
159.0,7.166759446,22.579584,2733.376296,1.0,0.0,0.0,7.199393306
160.0,2.630835746,34.088832,2759.23248,1.0,0.0,0.0,3.904755691
159.0,0.607813776,18.5928,2697.26664,1.0,0.0,0.0,6.101180767
159.0,2.26796185,20.930616,2664.4854,1.0,0.0,0.0,5.735109921
159.0,2.948350405,19.821144,2654.765328,1.0,0.0,0.0,6.345227998
159.0,1.288202331,21.156168,2699.177736,1.0,0.0,0.0,5.735109921
160.0,2.621763899,34.085784,2827.641792,0.0,1.0,0.0,7.321416921
106.0,11.46363997,1.655064,2904.060059,0.0,1.0,0.0,8.785700305
160.0,4.20480127,18.147792,2844.43109,0.0,1.0,0.0,8.907723921
159.0,2.72155422,19.821144,2648.260896,1.0,0.0,0.0,6.101180767
159.0,4.445205226,20.357592,2729.959488,1.0,0.0,0.0,6.467251614
159.0,3.311224301,19.824192,2735.47332,1.0,0.0,0.0,4.636897383
160.0,2.630835746,15.02664,2762.637096,1.0,0.0,0.0,2.440472307
74.0,4.23927429,10.8886752,2520.145226,1.0,0.0,0.0,6.711298844
149.0,1.52543114,44.924472,2336.45263,1.0,0.0,0.0,4.392850153
149.0,5.146005438,23.0843328,2581.70873,1.0,0.0,0.0,7.931534998
160.0,3.982541009,30.166056,2842.281336,0.0,1.0,0.0,9.639865613
159.0,4.254696431,12.640056,2723.180736,1.0,0.0,0.0,5.002968229
149.0,0.159210922,30.1361856,2478.939941,1.0,0.0,0.0,3.050590384
159.0,1.288202331,22.61616,2696.568648,1.0,0.0,0.0,5.491062691
159.0,0.390089438,12.417552,2709.166032,1.0,0.0,0.0,4.026779307
160.0,3.306688377,34.795968,2824.00248,0.0,1.0,0.0,7.687487767
160.0,3.324832072,29.589984,2805.54684,0.0,1.0,0.0,5.857133537
159.0,6.713167076,15.992856,2723.93664,1.0,0.0,0.0,5.735109921
159.0,1.292738255,22.070568,2700.686496,1.0,0.0,0.0,5.857133537
149.0,7.492438768,24.5434104,1932.140015,1.0,0.0,0.0,8.541653074
159.0,4.08233133,19.815048,2661.824496,1.0,0.0,0.0,7.07736969
159.0,2.648979441,25.917144,2702.451288,1.0,0.0,0.0,8.053558613
159.0,5.375069585,14.505432,2683.355568,1.0,0.0,0.0,4.270826537
160.0,3.741229868,27.5898864,2894.660911,0.0,1.0,0.0,7.199393306
154.0,10.5582696,0.8278368,2903.02002,0.0,1.0,0.0,8.175582228
160.0,5.352389966,34.113216,2761.192344,1.0,0.0,0.0,8.297605844
159.0,2.404039561,20.199096,2744.608176,1.0,0.0,0.0,3.172613999
159.0,2.517437654,20.004024,2718.453288,1.0,0.0,0.0,5.735109921
160.0,2.399503637,18.031968,2802.099552,0.0,1.0,0.0,8.175582228
150.0,1.292738255,31.21152,2509.383958,1.0,0.0,0.0,5.002968229
149.0,2.653515365,29.77134,2530.793719,1.0,0.0,0.0,5.857133537
150.0,3.332996735,22.18944,2549.807448,1.0,0.0,0.0,5.979157152
159.0,7.398091555,17.285208,2740.005696,1.0,0.0,0.0,6.101180767
160.0,5.125593781,40.072056,2782.247928,1.0,0.0,0.0,7.321416921
150.0,0.407325948,40.0534632,2325.419922,0.0,0.0,1.0,6.467251614
149.0,1.366220218,24.783288,1933.408579,1.0,0.0,0.0,2.684519538
160.0,2.630835746,24.35352,2800.21284,0.0,1.0,0.0,6.101180767
160.0,5.801446412,25.106376,2795.567688,0.0,1.0,0.0,11.104149
160.0,5.574650227,32.954976,2769.571296,1.0,0.0,0.0,7.321416921
159.0,4.222944965,6.82752,2746.470504,1.0,0.0,0.0,5.857133537
150.0,1.590294849,20.4639672,1957.247292,1.0,0.0,0.0,2.684519538
150.0,1.746330625,24.979884,2456.455133,1.0,0.0,0.0,4.880944614
160.0,4.667465487,23.935944,2764.697544,1.0,0.0,0.0,8.541653074
138.0,12.37173189,1.2127992,2902.060059,0.0,1.0,0.0,5.369039075
160.0,5.347854042,31.793688,2791.873512,0.0,1.0,0.0,10.98212538
150.0,1.985373803,45.2515224,2270.189941,1.0,0.0,0.0,4.880944614
160.0,5.951131894,29.91612,2807.6652,0.0,1.0,0.0,9.639865613
160.0,4.421618423,25.0646184,2884.514119,0.0,1.0,0.0,9.151771151
150.0,1.591202034,25.0646184,1961.047538,1.0,0.0,0.0,2.928566768
141.0,12.13631745,2.0698968,2902.027013,0.0,1.0,0.0,6.345227998
159.0,3.08896404,19.824192,2735.491608,1.0,0.0,0.0,4.636897383
159.0,1.514998516,21.820632,2685.763488,1.0,0.0,0.0,5.491062691
159.0,0.45359237,20.092416,2678.000232,1.0,0.0,0.0,2.684519538
160.0,6.255038782,46.927008,2787.7008,0.0,1.0,0.0,13.05652684
138.0,12.82169552,1.4977872,2902.710374,0.0,1.0,0.0,4.392850153
160.0,6.486370891,34.088832,2758.60764,1.0,0.0,0.0,12.93450323
160.0,10.54919775,1.8288,2921.977392,0.0,1.0,0.0,7.443440536
160.0,6.939963261,34.433256,2777.206536,1.0,0.0,0.0,8.785700305
150.0,3.326646442,28.1062176,2617.540039,1.0,0.0,0.0,7.809511382
159.0,3.991612856,21.872448,2731.02324,1.0,0.0,0.0,6.101180767
160.0,5.125593781,36.981384,2780.544096,1.0,0.0,0.0,7.07736969
160.0,3.306688377,26.80716,2799.743448,0.0,1.0,0.0,6.83332246
159.0,7.593136274,11.908536,2722.933848,1.0,0.0,0.0,7.07736969
159.0,1.06594207,22.878288,2686.056096,1.0,0.0,0.0,4.758920999
