RPM,WOB,ROP,Depth,Claystone,Sandstone,Limestone,TRQ
160.0,4.213873117,26.8986,2798.539488,0.0,1.0,0.0,9.151771151
159.0,3.991612856,21.223224,2730.636144,1.0,0.0,0.0,5.979157152
159.0,0.226796185,20.104608,2676.476232,1.0,0.0,0.0,3.538684845
159.0,2.02302197,19.498056,2719.129944,1.0,0.0,0.0,6.223204383
159.0,6.255038782,34.082736,2776.886496,1.0,0.0,0.0,7.931534998
160.0,3.987076932,25.661112,2797.618992,0.0,1.0,0.0,9.151771151
149.0,0.839599477,28.7051496,2514.330078,1.0,0.0,0.0,4.880944614
160.0,4.213873117,34.73196,2820.579576,0.0,1.0,0.0,6.345227998
150.0,5.831383509,24.29256,2414.190041,1.0,0.0,0.0,4.270826537
100.0,6.708631152,27.825192,2774.158536,1.0,0.0,0.0,8.297605844
159.0,1.51953444,16.55064,2721.336696,1.0,0.0,0.0,5.613086306
160.0,9.868809194,1.9653504,2921.223317,0.0,1.0,0.0,6.345227998
160.0,2.650340218,26.924508,2634.811596,1.0,0.0,0.0,6.711298844
159.0,2.172707452,16.806672,2716.383696,1.0,0.0,0.0,5.002968229
150.0,2.724729367,40.2418296,2116.711642,1.0,0.0,0.0,3.66070846
160.0,3.08896404,34.110168,2759.970096,1.0,0.0,0.0,5.124991845
159.0,1.51953444,29.897832,2690.646384,1.0,0.0,0.0,5.979157152
159.0,2.172707452,17.855184,2716.536096,1.0,0.0,0.0,5.002968229
160.0,9.189327824,1.9653504,2921.328473,0.0,1.0,0.0,5.857133537
74.0,0.835517146,16.9435272,2518.812031,1.0,0.0,0.0,3.538684845
159.0,0.154221406,21.284184,2699.509968,1.0,0.0,0.0,4.514873768
160.0,5.111078825,29.9170344,2848.970172,0.0,1.0,0.0,8.297605844
160.0,6.486370891,34.088832,2758.635072,1.0,0.0,0.0,12.81247961
159.0,3.538020486,20.193,2747.48244,1.0,0.0,0.0,4.026779307
159.0,2.177243376,20.08632,2744.43444,1.0,0.0,0.0,3.050590384
160.0,11.23276145,1.7574768,2922.59065,0.0,1.0,0.0,5.979157152
159.0,9.424288671,5.1148488,2908.769494,0.0,1.0,0.0,8.297605844
159.0,5.447644364,19.760184,2726.640216,1.0,0.0,0.0,8.785700305
160.0,2.408575485,26.01468,2762.277432,1.0,0.0,0.0,2.928566768
160.0,4.672001411,25.02408,2765.304096,1.0,0.0,0.0,7.443440536
159.0,2.404039561,20.308824,2744.873352,1.0,0.0,0.0,4.148802922
160.0,6.259574706,46.049184,2786.365776,1.0,0.0,0.0,9.151771151
160.0,2.630835746,14.228064,2762.710248,1.0,0.0,0.0,2.440472307
160.0,6.471402343,36.6744504,2866.060059,0.0,1.0,0.0,8.053558613
160.0,3.987076932,26.910792,2798.070096,0.0,1.0,0.0,9.029747536
159.0,2.041165665,19.799808,2659.087392,1.0,0.0,0.0,5.735109921
160.0,3.99614878,20.311872,2751.283296,1.0,0.0,0.0,4.392850153
160.0,3.987076932,32.275272,2813.011392,1.0,0.0,0.0,5.002968229
159.0,2.948350405,19.260312,2644.23144,1.0,0.0,0.0,6.101180767
160.0,3.311224301,14.95044,2749.039968,1.0,0.0,0.0,4.392850153
148.0,1.140331218,25.1313696,1910.457139,1.0,0.0,0.0,2.562495922
74.0,1.51953444,7.280148,2385.246233,1.0,0.0,0.0,2.562495922
160.0,3.306688377,31.42488,2828.556192,0.0,1.0,0.0,7.809511382
160.0,8.961624454,2.52222,2919.791976,0.0,1.0,0.0,7.321416921
160.0,5.347854042,33.909,2818.814784,1.0,0.0,0.0,9.273794767
158.0,8.961624454,3.407664,2925.365549,0.0,1.0,0.0,8.785700305
149.0,1.293645439,30.5208432,2431.346928,1.0,0.0,0.0,3.294637614
149.0,3.109829289,44.3877192,2374.836703,0.0,0.0,1.0,8.541653074
159.0,6.717703,18.297144,2747.784192,1.0,0.0,0.0,5.002968229
159.0,3.084428116,17.0688,2740.664064,1.0,0.0,0.0,4.758920999
150.0,1.305438841,44.1423552,2261.649902,1.0,0.0,0.0,4.148802922
160.0,8.517557524,2.154936,2916.644306,0.0,1.0,0.0,7.443440536
160.0,4.218409041,34.113216,2758.010232,1.0,0.0,0.0,5.979157152
159.0,2.494758035,19.830288,2646.130344,1.0,0.0,0.0,5.735109921
159.0,0.45359237,20.095464,2676.15924,1.0,0.0,0.0,3.904755691
159.0,2.948350405,19.82724,2648.114592,1.0,0.0,0.0,6.345227998
149.0,0.614164069,29.4235632,2420.96483,1.0,0.0,0.0,2.928566768
159.0,2.857631931,19.531584,2741.55408,1.0,0.0,0.0,4.392850153
159.0,3.401942775,19.818096,2649.647736,1.0,0.0,0.0,6.589275229
159.0,3.311224301,6.82752,2746.504032,1.0,0.0,0.0,4.514873768
159.0,6.155248461,12.640056,2723.09844,1.0,0.0,0.0,6.589275229
159.0,1.968590886,14.27988,2705.261544,1.0,0.0,0.0,5.979157152
100.0,5.574650227,28.169616,2774.463336,1.0,0.0,0.0,7.931534998
160.0,4.213873117,43.06824,2784.390672,1.0,0.0,0.0,6.223204383
160.0,2.621763899,34.619184,2827.483296,0.0,1.0,0.0,7.321416921
160.0,5.030339383,29.919168,2809.66164,0.0,1.0,0.0,8.541653074
160.0,4.672001411,25.380696,2765.749104,1.0,0.0,0.0,8.785700305
150.0,1.759031211,44.9070984,2245.394849,1.0,0.0,0.0,4.514873768
150.0,1.595737958,31.967424,2022.854578,1.0,0.0,0.0,2.684519538
160.0,4.667465487,24.47544,2764.944432,1.0,0.0,0.0,7.443440536
148.0,1.518173662,31.2413904,2436.750422,1.0,0.0,0.0,3.41666123
160.0,10.55282649,1.772412,2923.964993,0.0,1.0,0.0,7.07736969
160.0,4.672001411,40.062912,2782.38204,1.0,0.0,0.0,6.467251614
159.0,1.133980925,20.10156,2673.409944,1.0,0.0,0.0,4.636897383
159.0,1.51953444,24.655272,2686.513296,1.0,0.0,0.0,5.491062691
149.0,4.691052291,14.4325848,2587.840088,1.0,0.0,0.0,4.514873768
159.0,2.948350405,20.945856,2664.869448,1.0,0.0,0.0,6.101180767
159.0,2.567332814,15.730728,2716.237392,1.0,0.0,0.0,5.979157152
161.0,1.496854821,7.927848,2745.260448,1.0,0.0,0.0,2.318448692
159.0,4.08233133,19.808952,2662.13844,1.0,0.0,0.0,7.07736969
160.0,5.121057857,41.151048,2788.496328,0.0,1.0,0.0,11.47021984
150.0,2.436244619,45.2545704,2275.931237,1.0,0.0,0.0,5.491062691
160.0,3.079892192,34.789872,2824.438344,0.0,1.0,0.0,7.321416921
159.0,2.336000706,19.775424,2717.450496,1.0,0.0,0.0,5.613086306
159.0,2.26796185,20.93976,2665.183392,1.0,0.0,0.0,4.636897383
159.0,2.72155422,19.754088,2658.014496,1.0,0.0,0.0,5.24701546
160.0,10.77281879,3.5277552,2919.071734,0.0,1.0,0.0,6.223204383
160.0,5.030339383,29.910024,2809.512288,0.0,1.0,0.0,8.541653074
160.0,3.079892192,36.292536,2826.443928,0.0,1.0,0.0,8.785700305
150.0,4.46697766,23.1977184,2556.377717,1.0,0.0,0.0,5.002968229
159.0,4.254696431,12.289536,2723.244744,1.0,0.0,0.0,5.002968229
149.0,0.835063553,29.911548,2444.18419,1.0,0.0,0.0,3.41666123
159.0,5.225384102,19.805904,2725.454544,1.0,0.0,0.0,6.83332246
160.0,1.941375344,15.59052,2803.410192,0.0,1.0,0.0,1.708330615
159.0,9.873345118,6.0158376,2907.669922,0.0,1.0,0.0,9.029747536
106.0,12.14312134,0.8860536,2904.071002,0.0,1.0,0.0,8.541653074
159.0,2.857631931,19.824192,2738.182992,1.0,0.0,0.0,5.735109921
158.0,7.829004306,4.6277784,2926.496357,0.0,1.0,0.0,8.053558613
159.0,1.292738255,20.089368,2711.296584,1.0,0.0,0.0,5.613086306
160.0,9.872437933,1.635252,2922.928063,0.0,1.0,0.0,6.955346075
160.0,4.222944965,6.784848,2746.260192,1.0,0.0,0.0,5.857133537
159.0,3.855535145,19.775424,2661.065544,1.0,0.0,0.0,6.83332246
159.0,3.62873896,19.818096,2649.33684,1.0,0.0,0.0,6.589275229
149.0,2.047969551,34.7981016,2045.008356,1.0,0.0,0.0,3.294637614
160.0,5.125593781,39.48684,2781.681,1.0,0.0,0.0,7.321416921
160.0,5.579186151,29.718,2754.501984,1.0,0.0,0.0,7.443440536
159.0,1.97312681,22.863048,2701.588704,1.0,0.0,0.0,5.613086306
160.0,3.533484562,30.166056,2836.801032,0.0,1.0,0.0,9.029747536
159.0,3.401942775,19.799808,2656.795296,1.0,0.0,0.0,6.223204383
149.0,2.72926529,23.1928416,2059.629883,1.0,0.0,0.0,4.636897383
160.0,3.079892192,34.802064,2824.785816,0.0,1.0,0.0,8.66367669
150.0,1.366220218,25.0457208,1962.571538,1.0,0.0,0.0,2.684519538
100.0,6.935427337,27.76728,2775.088176,1.0,0.0,0.0,8.907723921
149.0,1.593469996,29.9240448,1972.123056,1.0,0.0,0.0,2.928566768
149.0,0.825084521,25.0627896,1922.199951,1.0,0.0,0.0,2.440472307
159.0,2.195387071,25.106376,2687.583144,1.0,0.0,0.0,6.345227998
160.0,6.26411063,30.15996,2755.105488,1.0,0.0,0.0,11.22617261
100.0,5.343318119,29.599128,2775.82884,1.0,0.0,0.0,7.443440536
159.0,2.494758035,19.821144,2646.59364,1.0,0.0,0.0,5.735109921
159.0,0.15875733,15.404592,2715.20412,1.0,0.0,0.0,4.392850153
159.0,1.90055203,19.778472,2717.602896,1.0,0.0,0.0,6.345227998
148.0,1.067302847,31.2554112,2437.21951,1.0,0.0,0.0,3.41666123
149.0,2.273404958,40.0534632,2013.533489,1.0,0.0,0.0,3.538684845
160.0,4.218409041,14.95044,2749.134456,1.0,0.0,0.0,4.392850153
159.0,2.494758035,19.79676,2658.93804,1.0,0.0,0.0,6.223204383
159.0,2.26796185,19.824192,2645.667048,1.0,0.0,0.0,5.613086306
160.0,4.894261672,32.138112,2768.062536,1.0,0.0,0.0,5.857133537
159.0,2.648979441,25.048464,2687.473416,1.0,0.0,0.0,6.345227998
149.0,1.140784811,29.9219112,2494.53593,1.0,0.0,0.0,4.026779307
159.0,1.97312681,29.830776,2689.125432,1.0,0.0,0.0,6.83332246
159.0,2.517437654,19.8882,2718.730656,1.0,0.0,0.0,7.07736969
159.0,3.107107735,17.879568,2706.489888,1.0,0.0,0.0,3.172613999
159.0,3.764816671,18.102072,2750.612736,1.0,0.0,0.0,4.636897383
149.0,2.877136403,23.2254552,2582.429278,1.0,0.0,0.0,5.857133537
149.0,4.39621725,38.30574,2165.840088,1.0,0.0,0.0,4.758920999
149.0,1.739980331,29.9103288,2613.026016,1.0,0.0,0.0,5.979157152
149.0,2.336000706,39.5816328,2181.550049,1.0,0.0,0.0,3.904755691
159.0,1.288202331,22.317456,2696.257752,1.0,0.0,0.0,5.491062691
159.0,5.583722075,16.050768,2749.491072,1.0,0.0,0.0,4.636897383
154.0,9.424288671,0.8132064,2903.509255,0.0,1.0,0.0,6.467251614
150.0,2.557353782,29.9264832,2495.433871,1.0,0.0,0.0,3.904755691
159.0,1.97312681,29.833824,2689.274784,1.0,0.0,0.0,5.491062691
160.0,5.030339383,29.922216,2809.810992,0.0,1.0,0.0,8.541653074
159.0,3.311224301,15.017496,2748.756504,1.0,0.0,0.0,4.270826537
159.0,2.195387071,29.928312,2691.569928,1.0,0.0,0.0,6.467251614
160.0,3.687705968,29.919168,2809.012416,0.0,1.0,0.0,9.395818382
159.0,3.107107735,17.879568,2706.480744,1.0,0.0,0.0,7.443440536
106.0,11.69088974,1.107948,2904.366658,0.0,1.0,0.0,9.761889228
160.0,7.375865529,2.337816,2920.150116,0.0,1.0,0.0,7.443440536
160.0,2.621763899,33.567624,2827.79724,0.0,1.0,0.0,7.321416921
160.0,6.037314445,23.938992,2752.517736,1.0,0.0,0.0,6.467251614
100.0,3.533484562,10.021824,2770.790496,1.0,0.0,0.0,4.514873768
159.0,1.292738255,15.352776,2715.786288,1.0,0.0,0.0,5.857133537
159.0,3.401942775,19.815048,2662.882152,1.0,0.0,0.0,5.857133537
149.0,4.245170991,19.1621664,2354.641265,1.0,0.0,0.0,7.199393306
159.0,0.385553515,14.221968,2721.638448,1.0,0.0,0.0,4.392850153
149.0,1.977209141,45.2807832,2344.554214,1.0,0.0,0.0,5.002968229
159.0,0.90718474,20.092416,2679.960096,1.0,0.0,0.0,4.270826537
159.0,2.948350405,19.82724,2655.359688,1.0,0.0,0.0,5.979157152
160.0,8.290761339,2.846832,2917.803156,0.0,1.0,0.0,5.857133537
160.0,3.075356269,30.15996,2833.13124,0.0,1.0,0.0,8.541653074
150.0,1.142145588,25.1219208,1903.591519,1.0,0.0,0.0,2.440472307
159.0,4.218409041,17.80032,2750.076288,1.0,0.0,0.0,7.07736969
160.0,5.574650227,33.872424,2814.709128,1.0,0.0,0.0,8.541653074
149.0,3.102118218,22.2482664,2607.331742,1.0,0.0,0.0,6.467251614
160.0,4.205254862,33.7584288,2855.090861,0.0,1.0,0.0,8.419629459
149.0,0.839145885,30.1495968,2475.624919,1.0,0.0,0.0,3.41666123
160.0,8.04990379,23.504652,2898.661106,0.0,1.0,0.0,10.12796007
159.0,4.445205226,19.952208,2734.516248,1.0,0.0,0.0,6.223204383
158.0,3.311224301,11.009376,2746.677768,1.0,0.0,0.0,4.514873768
160.0,4.667465487,23.259288,2796.701544,0.0,1.0,0.0,9.029747536
159.0,1.365313034,19.760184,2727.133992,1.0,0.0,0.0,2.440472307
100.0,0.389182253,7.9177896,2360.799749,1.0,0.0,0.0,1.83035423
159.0,0.45359237,20.095464,2676.17448,1.0,0.0,0.0,3.66070846
160.0,3.306688377,35.716464,2825.986728,0.0,1.0,0.0,7.931534998
154.0,10.10422363,6.906768,2912.83705,0.0,1.0,0.0,8.297605844
159.0,0.154221406,21.29028,2699.619696,1.0,0.0,0.0,4.514873768
149.0,0.386007107,30.1556928,2473.788499,1.0,0.0,0.0,3.050590384
159.0,2.177243376,19.976592,2744.275944,1.0,0.0,0.0,3.050590384
160.0,7.827643529,1.9805904,2921.091643,0.0,1.0,0.0,5.369039075
79.0,10.77100442,3.508248,2900.969971,0.0,1.0,0.0,5.369039075
159.0,2.26796185,19.818096,2656.267992,1.0,0.0,0.0,5.735109921
149.0,1.523616771,45.2835264,2343.949951,1.0,0.0,0.0,4.148802922
159.0,2.041165665,15.002256,2642.170992,1.0,0.0,0.0,5.002968229
159.0,1.133980925,20.104608,2673.729984,1.0,0.0,0.0,4.758920999
100.0,6.708631152,27.331416,2774.006136,1.0,0.0,0.0,8.297605844
160.0,8.744353709,2.4953976,2916.877478,0.0,1.0,0.0,7.07736969
160.0,3.079892192,34.759392,2814.227544,1.0,0.0,0.0,5.613086306
159.0,0.6123497,17.7546,2698.092648,1.0,0.0,0.0,4.514873768
160.0,8.517557524,1.9952208,2916.556829,0.0,1.0,0.0,7.07736969
150.0,3.12343706,45.2661528,2228.36171,1.0,0.0,0.0,6.589275229
160.0,4.203440493,25.1161296,2880.993374,0.0,1.0,0.0,9.395818382
150.0,2.502015513,40.2439632,2029.349976,1.0,0.0,0.0,3.538684845
160.0,5.556960125,24.5062248,2898.316987,0.0,1.0,0.0,7.565464152
100.0,6.481834967,11.457432,2770.66248,1.0,0.0,0.0,4.636897383
150.0,1.98083788,43.0462944,2282.371661,1.0,0.0,0.0,4.636897383
149.0,4.010210143,8.9315544,2588.443896,1.0,0.0,0.0,5.857133537
158.0,2.423997625,28.6630872,2635.741236,1.0,0.0,0.0,6.83332246
160.0,3.982541009,30.15996,2840.824392,0.0,1.0,0.0,9.395818382
160.0,5.125593781,36.862512,2780.47704,1.0,0.0,0.0,7.07736969
160.0,3.755744824,30.181296,2838.462192,0.0,1.0,0.0,9.517841997
160.0,5.574650227,32.954976,2769.629208,1.0,0.0,0.0,7.809511382
161.0,8.515289562,5.3144928,2910.083486,0.0,1.0,0.0,8.297605844
150.0,0.840506662,30.0103032,2513.889893,1.0,0.0,0.0,4.880944614
149.0,1.820266181,32.5014336,1977.459961,1.0,0.0,0.0,3.66070846
160.0,3.315760225,19.38528,2750.829144,1.0,0.0,0.0,4.514873768
159.0,2.857631931,19.818096,2738.03364,1.0,0.0,0.0,5.002968229
150.0,2.726543736,40.2439632,2073.715944,1.0,0.0,0.0,3.904755691
150.0,2.308785163,14.087856,2629.536422,1.0,0.0,0.0,4.514873768
159.0,2.195387071,25.048464,2687.494752,1.0,0.0,0.0,6.345227998
149.0,5.827301177,25.0795536,2580.120117,1.0,0.0,0.0,6.955346075
159.0,1.81436948,20.10156,2671.300728,1.0,0.0,0.0,5.491062691
159.0,3.99614878,12.295632,2728.429392,1.0,0.0,0.0,5.613086306
160.0,4.218409041,18.102072,2747.144112,1.0,0.0,0.0,5.613086306
159.0,7.611279969,33.235392,2776.587792,1.0,0.0,0.0,10.86010177
149.0,1.884676297,27.3103848,2158.25,1.0,0.0,0.0,2.196425076
150.0,3.183311253,29.6975784,1938.275016,1.0,0.0,0.0,2.928566768
159.0,3.62873896,20.93976,2665.43028,1.0,0.0,0.0,6.589275229
159.0,3.538020486,19.458432,2739.639936,1.0,0.0,0.0,5.24701546
159.0,3.855535145,19.769328,2660.306592,1.0,0.0,0.0,6.711298844
